{'license': 3, 'file_name': '000000005032.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000005032.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-20 05:22:08', 'flickr_url': 'http://farm3.staticflickr.com/2745/4251871926_7a6543ab0d_z.jpg', 'id': 35032, 'filename': '000000005032.jpg'}
{'license': 3, 'file_name': '000000036598.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000036598.jpg', 'height': 427, 'width': 640, 'date_captured': '2013-11-18 03:29:14', 'flickr_url': 'http://farm7.staticflickr.com/6027/5923165021_3b1e12c611_z.jpg', 'id': 66598, 'filename': '000000036598.jpg'}
{'license': 1, 'file_name': '000000134981.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000134981.jpg', 'height': 427, 'width': 640, 'date_captured': '2013-11-14 12:43:29', 'flickr_url': 'http://farm6.staticflickr.com/5303/5646365048_0070b1be7e_z.jpg', 'id': 164981, 'filename': '000000134981.jpg'}
{'license': 4, 'file_name': '000000143478.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000143478.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-21 00:36:06', 'flickr_url': 'http://farm5.staticflickr.com/4106/5027970024_42f625deb9_z.jpg', 'id': 173478, 'filename': '000000143478.jpg'}
{'license': 1, 'file_name': '000000005728.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000005728.jpg', 'height': 331, 'width': 500, 'date_captured': '2013-11-18 17:50:12', 'flickr_url': 'http://farm2.staticflickr.com/1112/596804848_afb6e350a8_z.jpg', 'id': 35728, 'filename': '000000005728.jpg'}
{'license': 1, 'file_name': '000000141251.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000141251.jpg', 'height': 427, 'width': 640, 'date_captured': '2013-11-15 12:57:14', 'flickr_url': 'http://farm5.staticflickr.com/4127/5049476763_7f55274ecd_z.jpg', 'id': 171251, 'filename': '000000141251.jpg'}
{'license': 4, 'file_name': '000000147366.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000147366.jpg', 'height': 427, 'width': 640, 'date_captured': '2013-11-19 18:59:39', 'flickr_url': 'http://farm6.staticflickr.com/5340/9361793425_bc3e02ab35_z.jpg', 'id': 177366, 'filename': '000000147366.jpg'}
{'license': 1, 'file_name': '000000030299.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000030299.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-18 16:57:56', 'flickr_url': 'http://farm4.staticflickr.com/3161/2837225320_d3ac69767e_z.jpg', 'id': 60299, 'filename': '000000030299.jpg'}
{'license': 3, 'file_name': '000000037771.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000037771.jpg', 'height': 426, 'width': 640, 'date_captured': '2013-11-16 16:43:15', 'flickr_url': 'http://farm3.staticflickr.com/2565/4133871501_87d37627fa_z.jpg', 'id': 67771, 'filename': '000000037771.jpg'}
{'license': 3, 'file_name': '000000027221.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000027221.jpg', 'height': 374, 'width': 500, 'date_captured': '2013-11-24 09:17:18', 'flickr_url': 'http://farm2.staticflickr.com/1156/935056626_c7eeb4132a_z.jpg', 'id': 57221, 'filename': '000000027221.jpg'}
{'license': 4, 'file_name': '000000143320.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000143320.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-20 21:52:57', 'flickr_url': 'http://farm8.staticflickr.com/7051/6822141604_1a18a587e8_z.jpg', 'id': 173320, 'filename': '000000143320.jpg'}
{'license': 3, 'file_name': '000000021240.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000021240.jpg', 'height': 640, 'width': 427, 'date_captured': '2013-11-20 18:35:06', 'flickr_url': 'http://farm3.staticflickr.com/2894/8918197891_dec3fef60f_z.jpg', 'id': 51240, 'filename': '000000021240.jpg'}
{'license': 3, 'file_name': '000000004840.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000004840.jpg', 'height': 417, 'width': 640, 'date_captured': '2013-11-20 00:35:59', 'flickr_url': 'http://farm9.staticflickr.com/8091/8524687287_721bee2d8d_z.jpg', 'id': 34840, 'filename': '000000004840.jpg'}
{'license': 2, 'file_name': '000000001804.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000001804.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-20 16:22:08', 'flickr_url': 'http://farm1.staticflickr.com/25/60930497_e6196e309c_z.jpg', 'id': 31804, 'filename': '000000001804.jpg'}
{'license': 2, 'file_name': '000000012741.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000012741.jpg', 'height': 612, 'width': 612, 'date_captured': '2013-11-21 00:01:43', 'flickr_url': 'http://farm8.staticflickr.com/7303/9737671152_a29730def5_z.jpg', 'id': 42741, 'filename': '000000012741.jpg'}
{'license': 1, 'file_name': '000000022646.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000022646.jpg', 'height': 423, 'width': 640, 'date_captured': '2013-11-18 06:50:48', 'flickr_url': 'http://farm3.staticflickr.com/2064/2047981609_fe2a0a150a_z.jpg', 'id': 52646, 'filename': '000000022646.jpg'}
{'license': 6, 'file_name': '000000143359.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000143359.jpg', 'height': 375, 'width': 500, 'date_captured': '2013-11-20 12:47:12', 'flickr_url': 'http://farm3.staticflickr.com/2217/2412772934_34920f0a15_z.jpg', 'id': 173359, 'filename': '000000143359.jpg'}
{'license': 5, 'file_name': '000000143119.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000143119.jpg', 'height': 640, 'width': 633, 'date_captured': '2013-11-21 05:09:14', 'flickr_url': 'http://farm5.staticflickr.com/4126/4996973555_832c3856b2_z.jpg', 'id': 173119, 'filename': '000000143119.jpg'}
{'license': 3, 'file_name': '000000014159.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000014159.jpg', 'height': 467, 'width': 640, 'date_captured': '2013-11-19 03:00:53', 'flickr_url': 'http://farm9.staticflickr.com/8374/8577927161_57c7b2c487_z.jpg', 'id': 44159, 'filename': '000000014159.jpg'}
{'license': 6, 'file_name': '000000007809.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000007809.jpg', 'height': 640, 'width': 519, 'date_captured': '2013-11-23 04:47:24', 'flickr_url': 'http://farm2.staticflickr.com/1433/1417746959_ca2d834349_z.jpg', 'id': 37809, 'filename': '000000007809.jpg'}
{'license': 5, 'file_name': '000000132219.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000132219.jpg', 'height': 427, 'width': 640, 'date_captured': '2013-11-20 00:25:13', 'flickr_url': 'http://farm9.staticflickr.com/8039/8031834612_d06c10c397_z.jpg', 'id': 162219, 'filename': '000000132219.jpg'}
{'license': 1, 'file_name': '000000003220.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000003220.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-15 13:32:21', 'flickr_url': 'http://farm2.staticflickr.com/1108/526774708_7eedef1b4e_z.jpg', 'id': 33220, 'filename': '000000003220.jpg'}
{'license': 1, 'file_name': '000000014244.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000014244.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-19 23:44:34', 'flickr_url': 'http://farm3.staticflickr.com/2703/4508785988_485054a1e6_z.jpg', 'id': 44244, 'filename': '000000014244.jpg'}
{'license': 1, 'file_name': '000000006517.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000006517.jpg', 'height': 640, 'width': 480, 'date_captured': '2013-11-18 08:10:53', 'flickr_url': 'http://farm4.staticflickr.com/3246/2343655305_fa6cd76ab6_z.jpg', 'id': 36517, 'filename': '000000006517.jpg'}
{'license': 3, 'file_name': '000000022462.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000022462.jpg', 'height': 427, 'width': 640, 'date_captured': '2013-11-18 13:20:38', 'flickr_url': 'http://farm4.staticflickr.com/3382/3207767473_b9627483f7_z.jpg', 'id': 52462, 'filename': '000000022462.jpg'}
{'license': 1, 'file_name': '000000001390.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000001390.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-19 21:10:56', 'flickr_url': 'http://farm8.staticflickr.com/7194/6933002151_0db91e36fb_z.jpg', 'id': 31390, 'filename': '000000001390.jpg'}
{'license': 6, 'file_name': '000000032056.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000032056.jpg', 'height': 640, 'width': 426, 'date_captured': '2013-11-18 03:03:04', 'flickr_url': 'http://farm8.staticflickr.com/7175/6643004541_46b17f9e3a_z.jpg', 'id': 62056, 'filename': '000000032056.jpg'}
{'license': 1, 'file_name': '000000031333.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000031333.jpg', 'height': 427, 'width': 640, 'date_captured': '2013-11-20 22:52:07', 'flickr_url': 'http://farm7.staticflickr.com/6130/6023451157_d6ee44a91d_z.jpg', 'id': 61333, 'filename': '000000031333.jpg'}
{'license': 4, 'file_name': '000000023117.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000023117.jpg', 'height': 640, 'width': 483, 'date_captured': '2013-11-18 11:24:01', 'flickr_url': 'http://farm6.staticflickr.com/5039/5795067153_725da9c0ed_z.jpg', 'id': 53117, 'filename': '000000023117.jpg'}
{'license': 1, 'file_name': '000000131743.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000131743.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-21 23:10:20', 'flickr_url': 'http://farm2.staticflickr.com/1263/1414009406_f78778d272_z.jpg', 'id': 161743, 'filename': '000000131743.jpg'}
{'license': 5, 'file_name': '000000012757.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000012757.jpg', 'height': 427, 'width': 640, 'date_captured': '2013-11-23 03:14:11', 'flickr_url': 'http://farm4.staticflickr.com/3577/3651665131_c91e5d8f05_z.jpg', 'id': 42757, 'filename': '000000012757.jpg'}
{'license': 1, 'file_name': '000000027723.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000027723.jpg', 'height': 431, 'width': 640, 'date_captured': '2013-11-20 12:28:28', 'flickr_url': 'http://farm6.staticflickr.com/5108/5680644514_dd5f30eba6_z.jpg', 'id': 57723, 'filename': '000000027723.jpg'}
{'license': 1, 'file_name': '000000141825.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000141825.jpg', 'height': 425, 'width': 640, 'date_captured': '2013-11-20 18:05:50', 'flickr_url': 'http://farm9.staticflickr.com/8383/8500821692_151a173793_z.jpg', 'id': 171825, 'filename': '000000141825.jpg'}
{'license': 5, 'file_name': '000000015110.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000015110.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-18 11:18:00', 'flickr_url': 'http://farm3.staticflickr.com/2364/5730265794_7c5b95fbb1_z.jpg', 'id': 45110, 'filename': '000000015110.jpg'}
{'license': 4, 'file_name': '000000027267.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000027267.jpg', 'height': 500, 'width': 412, 'date_captured': '2013-11-24 19:22:51', 'flickr_url': 'http://farm3.staticflickr.com/2740/4139990112_10f0344bda_z.jpg', 'id': 57267, 'filename': '000000027267.jpg'}
{'license': 4, 'file_name': '000000032095.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000032095.jpg', 'height': 496, 'width': 640, 'date_captured': '2013-11-21 03:29:58', 'flickr_url': 'http://farm7.staticflickr.com/6024/5986671805_4eba51f777_z.jpg', 'id': 62095, 'filename': '000000032095.jpg'}
{'license': 1, 'file_name': '000000033669.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000033669.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-14 21:48:45', 'flickr_url': 'http://farm3.staticflickr.com/2308/1699090444_9c255ea659_z.jpg', 'id': 63669, 'filename': '000000033669.jpg'}
{'license': 2, 'file_name': '000000010732.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000010732.jpg', 'height': 640, 'width': 491, 'date_captured': '2013-11-15 19:46:48', 'flickr_url': 'http://farm8.staticflickr.com/7257/7441624608_1329df4c0e_z.jpg', 'id': 40732, 'filename': '000000010732.jpg'}
{'license': 1, 'file_name': '000000012209.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000012209.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-22 23:47:49', 'flickr_url': 'http://farm7.staticflickr.com/6073/6143909017_5c4e1bd24b_z.jpg', 'id': 42209, 'filename': '000000012209.jpg'}
{'license': 6, 'file_name': '000000134344.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000134344.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-18 11:26:39', 'flickr_url': 'http://farm7.staticflickr.com/6024/5921065334_ee5057abe6_z.jpg', 'id': 164344, 'filename': '000000134344.jpg'}
{'license': 2, 'file_name': '000000035216.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000035216.jpg', 'height': 427, 'width': 640, 'date_captured': '2013-11-21 20:23:26', 'flickr_url': 'http://farm8.staticflickr.com/7237/7382042582_627b40db26_z.jpg', 'id': 65216, 'filename': '000000035216.jpg'}
{'license': 4, 'file_name': '000000021991.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000021991.jpg', 'height': 640, 'width': 480, 'date_captured': '2013-11-18 13:22:23', 'flickr_url': 'http://farm4.staticflickr.com/3020/2508466200_5c3a45837b_z.jpg', 'id': 51991, 'filename': '000000021991.jpg'}
{'license': 2, 'file_name': '000000023201.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000023201.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-19 02:27:36', 'flickr_url': 'http://farm8.staticflickr.com/7448/8731276346_55f0b379fd_z.jpg', 'id': 53201, 'filename': '000000023201.jpg'}
{'license': 3, 'file_name': '000000000731.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000000731.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-18 09:33:22', 'flickr_url': 'http://farm9.staticflickr.com/8442/7845580894_6763de0047_z.jpg', 'id': 30731, 'filename': '000000000731.jpg'}
{'license': 3, 'file_name': '000000003209.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000003209.jpg', 'height': 640, 'width': 640, 'date_captured': '2013-11-19 03:18:49', 'flickr_url': 'http://farm9.staticflickr.com/8377/8492194894_7860a5f0f1_z.jpg', 'id': 33209, 'filename': '000000003209.jpg'}
{'license': 1, 'file_name': '000000139930.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000139930.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-18 18:29:32', 'flickr_url': 'http://farm7.staticflickr.com/6147/5926277489_54edf7d708_z.jpg', 'id': 169930, 'filename': '000000139930.jpg'}
{'license': 3, 'file_name': '000000139140.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000139140.jpg', 'height': 640, 'width': 427, 'date_captured': '2013-11-17 04:19:36', 'flickr_url': 'http://farm2.staticflickr.com/1171/1339323408_94088769be_z.jpg', 'id': 169140, 'filename': '000000139140.jpg'}
{'license': 3, 'file_name': '000000010591.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000010591.jpg', 'height': 500, 'width': 333, 'date_captured': '2013-11-22 02:36:13', 'flickr_url': 'http://farm3.staticflickr.com/2691/4112985582_4fb87f4bc4_z.jpg', 'id': 40591, 'filename': '000000010591.jpg'}
{'license': 1, 'file_name': '000000032203.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000032203.jpg', 'height': 430, 'width': 640, 'date_captured': '2013-11-15 20:53:14', 'flickr_url': 'http://farm8.staticflickr.com/7086/7053395439_98cacd2714_z.jpg', 'id': 62203, 'filename': '000000032203.jpg'}
{'license': 3, 'file_name': '000000027302.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000027302.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-19 18:18:45', 'flickr_url': 'http://farm6.staticflickr.com/5013/5529511046_39402cbbe5_z.jpg', 'id': 57302, 'filename': '000000027302.jpg'}
{'license': 2, 'file_name': '000000019394.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000019394.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-20 08:09:00', 'flickr_url': 'http://farm4.staticflickr.com/3591/3308481927_cfa2356884_z.jpg', 'id': 49394, 'filename': '000000019394.jpg'}
{'license': 1, 'file_name': '000000011181.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000011181.jpg', 'height': 424, 'width': 640, 'date_captured': '2013-11-18 04:25:51', 'flickr_url': 'http://farm6.staticflickr.com/5202/5211805478_b314353ac1_z.jpg', 'id': 41181, 'filename': '000000011181.jpg'}
{'license': 4, 'file_name': '000000020849.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000020849.jpg', 'height': 541, 'width': 640, 'date_captured': '2013-11-18 03:37:35', 'flickr_url': 'http://farm6.staticflickr.com/5146/5577280718_62dcbde011_z.jpg', 'id': 50849, 'filename': '000000020849.jpg'}
{'license': 4, 'file_name': '000000132838.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000132838.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-22 19:00:56', 'flickr_url': 'http://farm3.staticflickr.com/2163/2097280783_69e75cfa24_z.jpg', 'id': 162838, 'filename': '000000132838.jpg'}
{'license': 3, 'file_name': '000000020254.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000020254.jpg', 'height': 480, 'width': 640, 'date_captured': '2013-11-18 07:25:01', 'flickr_url': 'http://farm1.staticflickr.com/228/484838381_0dd1f7b566_z.jpg', 'id': 50254, 'filename': '000000020254.jpg'}
{'license': 3, 'file_name': '000000017003.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000017003.jpg', 'height': 418, 'width': 640, 'date_captured': '2013-11-20 00:34:31', 'flickr_url': 'http://farm9.staticflickr.com/8351/8423286197_7cb4f01970_z.jpg', 'id': 47003, 'filename': '000000017003.jpg'}
{'license': 1, 'file_name': '000000007304.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000007304.jpg', 'height': 640, 'width': 480, 'date_captured': '2013-11-21 01:12:27', 'flickr_url': 'http://farm1.staticflickr.com/201/491239139_7880011678_z.jpg', 'id': 37304, 'filename': '000000007304.jpg'}
{'license': 5, 'file_name': '000000002235.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000002235.jpg', 'height': 427, 'width': 640, 'date_captured': '2013-11-21 05:51:29', 'flickr_url': 'http://farm3.staticflickr.com/2719/4260219996_8677536fe8_z.jpg', 'id': 32235, 'filename': '000000002235.jpg'}
{'license': 1, 'file_name': '000000147054.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000147054.jpg', 'height': 640, 'width': 480, 'date_captured': '2013-11-24 12:00:34', 'flickr_url': 'http://farm3.staticflickr.com/2272/2148928111_e43070d9e2_z.jpg', 'id': 177054, 'filename': '000000147054.jpg'}
{'license': 7, 'file_name': '000000000086.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000000086.jpg', 'height': 640, 'width': 512, 'date_captured': '2013-11-15 12:57:30', 'flickr_url': 'http://farm3.staticflickr.com/2873/9157275815_5190e5aa78_z.jpg', 'id': 30086, 'filename': '000000000086.jpg'}
{'license': 3, 'file_name': '000000035206.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000035206.jpg', 'height': 500, 'width': 500, 'date_captured': '2013-11-23 05:22:57', 'flickr_url': 'http://farm1.staticflickr.com/97/242480611_789ec0f460_z.jpg', 'id': 65206, 'filename': '000000035206.jpg'}
{'license': 3, 'file_name': '000000020853.jpg', 'coco_url': 'http://images.cocodataset.org/train2017/000000020853.jpg', 'height': 489, 'width': 640, 'date_captured': '2013-11-19 00:20:09', 'flickr_url': 'http://farm8.staticflickr.com/7293/9803959573_6eda2d7063_z.jpg', 'id': 50853, 'filename': '000000020853.jpg'}
